Weather_station	Elevation	Year	Precipitation	Mean_temperature
St_Veit_in_Prags	1350	2002	1068.4	7.0
St_Veit_in_Prags	1350	2003	858.2	6.6
St_Veit_in_Prags	1350	2004	783.6	5.2
St_Veit_in_Prags	1350	2005	813.6	4.0
St_Veit_in_Prags	1350	2006	775	5.6
St_Veit_in_Prags	1350	2007	905	5.0
St_Veit_in_Prags	1350	2008	1167.9	4.7
St_Veit_in_Prags	1350	2009	981.5	4.8
St_Veit_in_Prags	1350	2010	1149.7	4.1
St_Veit_in_Prags	1350	2011	893.8	5.7
Sterzing	952	1980	725.4	7.0
Sterzing	952	1981	831	7.8
Sterzing	952	1982	905.4	8.3
Sterzing	952	1983	861.1	8.4
Sterzing	952	1984	685.7	7.2
Sterzing	952	1985	820	7.6
Sterzing	952	1986	770.4	7.9
Sterzing	952	1987	982.5	7.8
Sterzing	952	1988	768.4	8.5
Sterzing	952	1989	803.2	8.7
Sterzing	952	1990	840	8.7
Sterzing	952	1991	737.9	7.8
Sterzing	952	1992	794.9	8.5
Sterzing	952	1993	781.8	8.2
Sterzing	952	1994	790.6	9.5
Sterzing	952	1995	614.2	8.0
Sterzing	952	1996	815.4	7.7
Sterzing	952	1997	782.4	8.7
Sterzing	952	1998	674.8	8.4
Sterzing	952	1999	852.2	8.2
Sterzing	952	2000	1027.6	8.7
Sterzing	952	2001	634.6	8.1
Sterzing	952	2002	798	8.9
Sterzing	952	2003	729.5	8.8
Sterzing	952	2004	627.2	8.3
Sterzing	952	2005	506.2	8.0
Sterzing	952	2006	665.6	8.7
Sterzing	952	2007	715	9.3
Sterzing	952	2008	906	8.8
Sterzing	952	2009	724	8.8
Sterzing	952	2010	685.4	7.9
Sterzing	952	2011	670.2	9.4
Taufers	1237	1980	446.8	5.9
Taufers	1237	1981	665.3	6.4
Taufers	1237	1982	600.5	7.1
Taufers	1237	1983	604.8	7.1
Taufers	1237	1984	517.1	5.8
Taufers	1237	1985	544.1	6.1
Taufers	1237	1986	579.1	6.6
Taufers	1237	1987	593	6.6
Taufers	1237	1988	504.1	7.3
Taufers	1237	1989	554.2	7.5
Taufers	1237	1990	554.7	7.1
Taufers	1237	1991	495.1	6.5
Taufers	1237	1992	704.4	7.2
Taufers	1237	1993	557	6.7
Taufers	1237	1994	641.4	7.8
Taufers	1237	1995	489	6.6
Taufers	1237	1996	640.2	6.2
Taufers	1237	1997	519.4	7.3
Taufers	1237	1998	566	7.0
Taufers	1237	1999	752.4	6.7
Taufers	1237	2000	872.2	7.3
Taufers	1237	2001	649	6.9
Taufers	1237	2002	827.8	7.4
Taufers	1237	2003	516.6	7.6
Taufers	1237	2004	478.4	6.9
Taufers	1237	2005	470.6	6.6
Taufers	1237	2006	448.4	7.3
Taufers	1237	2007	464	7.9
Taufers	1237	2008	788.6	7.2
Taufers	1237	2009	604.9	7.1
Taufers	1237	2010	756.1	6.1
Taufers	1237	2011	653.7	8.1
Toblach	1219	1980	650.4	4.8
Toblach	1219	1981	701.3	5.3
Toblach	1219	1982	674.6	7.2
Toblach	1219	1983	530	7.2
Toblach	1219	1984	694.4	5.7
Toblach	1219	1985	736.4	5.9
Toblach	1219	1986	697.4	6.0
Toblach	1219	1987	907.4	6.0
Toblach	1219	1988	724.3	6.8
Toblach	1219	1989	911.8	5.8
Toblach	1219	1990	849.4	5.4
Toblach	1219	1991	867.5	4.7
Toblach	1219	1992	967.1	5.7
Toblach	1219	1993	791	5.5
Toblach	1219	1994	726	6.8
Toblach	1219	1995	665.6	5.3
Toblach	1219	1996	787.8	5.1
Toblach	1219	1997	698.4	6.4
Toblach	1219	1998	790.6	6.1
Toblach	1219	1999	847	5.8
Toblach	1219	2000	1012.8	6.8
Toblach	1219	2001	725.6	6.2
Toblach	1219	2002	983.6	6.9
Toblach	1219	2003	766	6.3
Toblach	1219	2004	655.2	5.7
Toblach	1219	2005	668	5.1
Toblach	1219	2006	691.6	6.1
Toblach	1219	2007	713.4	6.6
Toblach	1219	2008	913.6	6.2
Toblach	1219	2009	764.8	5.4
Toblach	1219	2010	784.6	4.4
Toblach	1219	2011	736.3	6.7
Vernagt	1698	1980	583.1	5.6
Vernagt	1698	1981	817.2	5.8
Vernagt	1698	1982	633.4	6.8
Vernagt	1698	1983	683.4	6.5
Vernagt	1698	1984	610.6	4.7
Vernagt	1698	1985	633.4	5.1
Vernagt	1698	1986	668.6	5.4
Vernagt	1698	1987	665.7	5.5
Vernagt	1698	1988	641.7	5.9
Vernagt	1698	1989	668	6.4
Vernagt	1698	1990	683.9	5.4
Vernagt	1698	1991	609.7	4.5
Vernagt	1698	1992	781.2	5.3
Vernagt	1698	1993	662.4	4.8
Vernagt	1698	1994	590.3	5.9
Vernagt	1698	1995	594.1	4.5
Vernagt	1698	1996	708.1	4.0
Vernagt	1698	1997	584.8	5.3
Vernagt	1698	1998	665.9	4.8
Vernagt	1698	1999	870.8	4.8
Vernagt	1698	2000	1033.6	5.9
Vernagt	1698	2001	677.8	5.2
Vernagt	1698	2002	1044.8	5.4
Vernagt	1698	2003	589.3	5.3
Vernagt	1698	2004	659.8	4.8
Vernagt	1698	2005	598	4.4
Vernagt	1698	2006	603.4	5.3
Vernagt	1698	2007	619.2	5.7
Vernagt	1698	2008	917.4	5.0
Vernagt	1698	2009	670.8	5.1
Vernagt	1698	2010	998.5	3.9
Vernagt	1698	2011	679.2	6.0
Vols_am_Schlern	848	1980	703.8	8.1
Vols_am_Schlern	848	1981	740.2	8.5
Vols_am_Schlern	848	1982	688.2	9.5
Vols_am_Schlern	848	1983	693.8	9.3
Vols_am_Schlern	848	1984	726.2	8.5
Vols_am_Schlern	848	1985	671.8	8.8
Vols_am_Schlern	848	1986	734	8.9
Vols_am_Schlern	848	1987	894.4	9.1
Vols_am_Schlern	848	1988	664.2	9.5
Vols_am_Schlern	848	1989	757	9.6
Vols_am_Schlern	848	1990	719.6	9.6
Vols_am_Schlern	848	1991	667.8	9.0
Vols_am_Schlern	848	1992	818	9.8
Vols_am_Schlern	848	1993	704.4	9.5
Vols_am_Schlern	848	1994	729.4	10.4
Vols_am_Schlern	848	1995	617	9.0
Vols_am_Schlern	848	1996	849.8	8.8
Vols_am_Schlern	848	1997	775.6	10.0
Vols_am_Schlern	848	1998	840.2	9.5
Vols_am_Schlern	848	1999	845.4	9.3
Vols_am_Schlern	848	2000	939.8	10.0
Vols_am_Schlern	848	2001	754.4	9.6
Vols_am_Schlern	848	2002	851.2	10.0
Vols_am_Schlern	848	2003	637.8	10.2
Vols_am_Schlern	848	2004	691.6	9.5
Vols_am_Schlern	848	2005	704.4	9.2
Vols_am_Schlern	848	2006	629	9.9
Vols_am_Schlern	848	2007	694.8	10.4
Vols_am_Schlern	848	2008	903.2	9.8
Vols_am_Schlern	848	2009	686.3	10.0
Vols_am_Schlern	848	2010	766.8	9.5
Vols_am_Schlern	848	2011	675.1	11.3
Welsberg	1133	1980	839.9	6.4
Welsberg	1133	1981	804.5	7.0
Welsberg	1133	1982	678.1	8.0
Welsberg	1133	1983	508.3	8.1
Welsberg	1133	1984	746.2	4.9
Welsberg	1133	1985	612.2	5.7
Welsberg	1133	1986	874.4	7.1
Welsberg	1133	1987	882.2	7.2
Welsberg	1133	1988	721.2	7.3
Welsberg	1133	1989	659.2	6.5
Welsberg	1133	1990	873.9	6.1
Welsberg	1133	1991	763.4	5.3
Welsberg	1133	1992	818.8	6.1
Welsberg	1133	1993	791.7	5.8
Welsberg	1133	1994	764.5	7.1
Welsberg	1133	1995	680.1	5.4
Welsberg	1133	1996	891.8	5.3
Welsberg	1133	1997	821.8	6.5
Welsberg	1133	1998	926.4	6.1
Welsberg	1133	1999	938.4	5.7
Welsberg	1133	2000	1087.4	7.4
Welsberg	1133	2001	847.6	6.4
Welsberg	1133	2002	1021.4	7.0
Welsberg	1133	2003	722.2	6.5
Welsberg	1133	2004	758.8	6.0
Welsberg	1133	2005	771	5.3
Welsberg	1133	2006	781.2	6.3
Welsberg	1133	2007	808.8	6.8
Welsberg	1133	2008	1105.8	6.5
Welsberg	1133	2009	815.2	6.2
Welsberg	1133	2010	875.4	5.2
Welsberg	1133	2011	746.2	6.8
